"origin","destination","source_lon","source_lat","destination_lon","destination_lat","distance"
35,1,78.1828308,26.2182871,78.055431,30.300444,454.229019713877
36,1,74.118123,24.265634,78.055431,30.300444,775.764190782659
37,1,76.567607,32.040135,78.055431,30.300444,239.773108330123
38,1,76.869468,31.993366,78.055431,30.300444,219.54981216025
39,1,79.388113,10.961695,78.055431,30.300444,2155.45398247099
40,1,74.4766224,27.5737248,78.055431,30.300444,461.839931698598
41,1,79.1324986,12.9165167,78.055431,30.300444,1936.78041250382
42,1,73.838966,15.63917,78.055431,30.300444,1686.50272695677
43,1,85.471075,23.801166,78.055431,30.300444,1030.07872054444
44,1,78.687107,29.837746,78.055431,30.300444,79.6617892963522
45,1,78.1197754,9.9252007,78.055431,30.300444,2266.34473085739
46,1,77.1887145,32.2396325,78.055431,30.300444,230.896007484624
47,1,69.666932,23.242,78.055431,30.300444,1143.9189479313
48,1,87.6852323,23.6776471,78.055431,30.300444,1204.74881891957
49,1,79.137827,10.786999,78.055431,30.300444,2173.36281200998
50,1,77.489182,10.238114,78.055431,30.300444,2232.30034209361
51,1,85.831465,19.813382,78.055431,30.300444,1404.12380290482
52,1,75.994216,13.212984,78.055431,30.300444,1912.39580864603
53,1,88.118392,24.046402,78.055431,30.300444,1213.73574852672
54,1,70.05773,22.470702,78.055431,30.300444,1179.66481470949
55,1,74.961792,28.292048,78.055431,30.300444,374.083076052859
1,2,78.055431,30.300444,74.8570259,32.7266016,405.923519043251
2,2,74.8570259,32.7266016,74.8570259,32.7266016,0
3,2,74.018261,17.680464,74.8570259,32.7266016,1675.6865049487
4,2,74.985168,12.510224,74.8570259,32.7266016,2248.7021890945
5,2,93.466667,26.6,74.8570259,32.7266016,1920.030903586
6,2,80.918009,16.254154,74.8570259,32.7266016,1931.10536302741
7,2,74.007672,18.392366,74.8570259,32.7266016,1596.65086962935
8,2,76.866331,11.414299,74.8570259,32.7266016,2379.4384887832
9,2,76.2673041,9.9312328,74.8570259,32.7266016,2539.65069314389
10,2,73.8567437,18.5204303,74.8570259,32.7266016,1583.30374674092
11,2,70.8944905,26.9212132,74.8570259,32.7266016,750.280155456991
12,2,79.718954,29.704716,74.8570259,32.7266016,571.615314915066
13,2,74.540469,13.997762,74.8570259,32.7266016,2083.45296786472
14,2,78.77466,29.530014,74.8570259,32.7266016,515.237041158283
15,2,75.0903154,13.5026635,74.8570259,32.7266016,2138.40666758256
16,2,78.102273,30.455453,74.8570259,32.7266016,397.900424749377
17,2,76.2673041,9.9312328,74.8570259,32.7266016,2539.65069314389
18,2,75.461783,12.873068,74.8570259,32.7266016,2209.16233146204
19,2,73.856744,18.52043,74.8570259,32.7266016,1583.30377816052
20,2,88.2626751,27.0360066,74.8570259,32.7266016,1437.89485136627
21,2,76.9787076,8.4003984,74.8570259,32.7266016,2714.6127903513
22,2,79.470389,29.27935,74.8570259,32.7266016,583.378627644657
23,2,74.123996,15.2993265,74.8570259,32.7266016,1939.84551493354
24,2,74.875566,14.17889,74.8570259,32.7266016,2063.05972358007
25,2,74.370477,34.0416028,74.8570259,32.7266016,153.088192075945
26,2,74.123996,15.2993265,74.8570259,32.7266016,1939.84551493354
27,2,73.712479,24.585445,74.8570259,32.7266016,912.382558870146
28,2,72.8776559,19.0759837,74.8570259,32.7266016,1531.11392554202
29,2,79.845147,10.761012,74.8570259,32.7266016,2496.01649872148
30,2,72.5713621,23.022505,74.8570259,32.7266016,1102.43120408283
31,2,78.032192,30.316495,74.8570259,32.7266016,403.072054203698
32,2,75.7865653,12.9441511,74.8570259,32.7266016,2202.42943593919
33,2,73.933627,18.4709087,74.8570259,32.7266016,1588.33790532029
34,2,76.951003,10.3235908,74.8570259,32.7266016,2501.10852759204
35,2,78.1828308,26.2182871,74.8570259,32.7266016,792.182777864467
36,2,74.118123,24.265634,74.8570259,32.7266016,943.870346930994
37,2,76.567607,32.040135,74.8570259,32.7266016,177.894129132588
38,2,76.869468,31.993366,74.8570259,32.7266016,205.915509423032
39,2,79.388113,10.961695,74.8570259,32.7266016,2464.89221767855
40,2,74.4766224,27.5737248,74.8570259,32.7266016,574.318671051451
41,2,79.1324986,12.9165167,74.8570259,32.7266016,2245.98909800426
42,2,73.838966,15.63917,74.8570259,32.7266016,1903.40386864682
43,2,85.471075,23.801166,74.8570259,32.7266016,1435.99808957267
44,2,78.687107,29.837746,74.8570259,32.7266016,485.526738038965
45,2,78.1197754,9.9252007,74.8570259,32.7266016,2558.19522501621
46,2,77.1887145,32.2396325,74.8570259,32.7266016,225.377289869041
47,2,69.666932,23.242,74.8570259,32.7266016,1171.20282533193
48,2,87.6852323,23.6776471,74.8570259,32.7266016,1608.33199212562
49,2,79.137827,10.786999,74.8570259,32.7266016,2479.36643654569
50,2,77.489182,10.238114,74.8570259,32.7266016,2515.9036070241
51,2,85.831465,19.813382,74.8570259,32.7266016,1803.24901356552
52,2,75.994216,13.212984,74.8570259,32.7266016,2173.57193721699
53,2,88.118392,24.046402,74.8570259,32.7266016,1615.06883425484
54,2,70.05773,22.470702,74.8570259,32.7266016,1234.51546230053
55,2,74.961792,28.292048,74.8570259,32.7266016,493.356716649158
1,3,78.055431,30.300444,74.018261,17.680464,1462.06731217038
2,3,74.8570259,32.7266016,74.018261,17.680464,1675.6865049487
3,3,74.018261,17.680464,74.018261,17.680464,0
4,3,74.985168,12.510224,74.018261,17.680464,584.376621563164
5,3,93.466667,26.6,74.018261,17.680464,2231.93802990033
6,3,80.918009,16.254154,74.018261,17.680464,750.93919964462
7,3,74.007672,18.392366,74.018261,17.680464,79.19266000273
8,3,76.866331,11.414299,74.018261,17.680464,761.378981257547
9,3,76.2673041,9.9312328,74.018261,17.680464,895.466543728431
10,3,73.8567437,18.5204303,74.018261,17.680464,94.9770274142021
11,3,70.8944905,26.9212132,74.018261,17.680464,1076.78694245739
12,3,79.718954,29.704716,74.018261,17.680464,1457.37171826542
13,3,74.540469,13.997762,74.018261,17.680464,413.418598035715
14,3,78.77466,29.530014,74.018261,17.680464,1403.87361130236
15,3,75.0903154,13.5026635,74.018261,17.680464,478.672326752216
16,3,78.102273,30.455453,74.018261,17.680464,1479.86770750355
17,3,76.2673041,9.9312328,74.018261,17.680464,895.466543728431
18,3,75.461783,12.873068,74.018261,17.680464,556.691174909012
19,3,73.856744,18.52043,74.018261,17.680464,94.9769888891118
20,3,88.2626751,27.0360066,74.018261,17.680464,1794.75623131093
21,3,76.9787076,8.4003984,74.018261,17.680464,1080.79934283543
22,3,79.470389,29.27935,74.018261,17.680464,1404.33588123028
23,3,74.123996,15.2993265,74.018261,17.680464,265.093458933376
24,3,74.875566,14.17889,74.018261,17.680464,400.123952252162
25,3,74.370477,34.0416028,74.018261,17.680464,1820.18419908968
26,3,74.123996,15.2993265,74.018261,17.680464,265.093458933376
27,3,73.712479,24.585445,74.018261,17.680464,768.69366636002
28,3,72.8776559,19.0759837,74.018261,17.680464,196.44108306424
29,3,79.845147,10.761012,74.018261,17.680464,993.217699821031
30,3,72.5713621,23.022505,74.018261,17.680464,613.034952391828
31,3,78.032192,30.316495,74.018261,17.680464,1463.11763207297
32,3,75.7865653,12.9441511,74.018261,17.680464,559.91212760613
33,3,73.933627,18.4709087,74.018261,17.680464,88.3753072444351
34,3,76.951003,10.3235908,74.018261,17.680464,877.290523101363
35,3,78.1828308,26.2182871,74.018261,17.680464,1042.08076057262
36,3,74.118123,24.265634,74.018261,17.680464,732.540672636929
37,3,76.567607,32.040135,74.018261,17.680464,1617.63635995569
38,3,76.869468,31.993366,74.018261,17.680464,1617.60716133051
39,3,79.388113,10.961695,74.018261,17.680464,944.959892394754
40,3,74.4766224,27.5737248,74.018261,17.680464,1101.42771609219
41,3,79.1324986,12.9165167,74.018261,17.680464,762.646576542298
42,3,73.838966,15.63917,74.018261,17.680464,227.855115075291
43,3,85.471075,23.801166,74.018261,17.680464,1371.2217152287
44,3,78.687107,29.837746,74.018261,17.680464,1432.8765116302
45,3,78.1197754,9.9252007,74.018261,17.680464,969.551402754764
46,3,77.1887145,32.2396325,74.018261,17.680464,1650.39468868664
47,3,69.666932,23.242,74.018261,17.680464,766.85276933252
48,3,87.6852323,23.6776471,74.018261,17.680464,1569.67723615037
49,3,79.137827,10.786999,74.018261,17.680464,944.529368306813
50,3,77.489182,10.238114,74.018261,17.680464,908.521538518984
51,3,85.831465,19.813382,74.018261,17.680464,1266.36673755018
52,3,75.994216,13.212984,74.018261,17.680464,540.16395448361
53,3,88.118392,24.046402,74.018261,17.680464,1626.21439687997
54,3,70.05773,22.470702,74.018261,17.680464,674.497104746517
55,3,74.961792,28.292048,74.018261,17.680464,1184.2549815619
1,4,78.055431,30.300444,74.985168,12.510224,2003.88600426982
2,4,74.8570259,32.7266016,74.985168,12.510224,2248.7021890945
3,4,74.018261,17.680464,74.985168,12.510224,584.376621563164
4,4,74.985168,12.510224,74.985168,12.510224,0
5,4,93.466667,26.6,74.985168,12.510224,2485.70046119079
6,4,80.918009,16.254154,74.985168,12.510224,762.78099098624
7,4,74.007672,18.392366,74.985168,12.510224,662.600441817943
8,4,76.866331,11.414299,74.985168,12.510224,238.241494095214
9,4,76.2673041,9.9312328,74.985168,12.510224,319.144779060989
10,4,73.8567437,18.5204303,74.985168,12.510224,679.35363631811
11,4,70.8944905,26.9212132,74.985168,12.510224,1658.7667844407
12,4,79.718954,29.704716,74.985168,12.510224,1973.94322878679
13,4,74.540469,13.997762,74.985168,12.510224,172.320798794981
14,4,78.77466,29.530014,74.985168,12.510224,1933.13504154071
15,4,75.0903154,13.5026635,74.985168,12.510224,110.975483570085
16,4,78.102273,30.455453,74.985168,12.510224,2021.64022842074
17,4,76.2673041,9.9312328,74.985168,12.510224,319.144779060989
18,4,75.461783,12.873068,74.985168,12.510224,65.6021891273528
19,4,73.856744,18.52043,74.985168,12.510224,679.353597780994
20,4,88.2626751,27.0360066,74.985168,12.510224,2127.57463113294
21,4,76.9787076,8.4003984,74.985168,12.510224,506.45819127243
22,4,79.470389,29.27935,74.985168,12.510224,1921.99224560902
23,4,74.123996,15.2993265,74.985168,12.510224,323.862590600577
24,4,74.875566,14.17889,74.985168,12.510224,185.984062678772
25,4,74.370477,34.0416028,74.985168,12.510224,2395.73994100119
26,4,74.123996,15.2993265,74.985168,12.510224,323.862590600577
27,4,73.712479,24.585445,74.985168,12.510224,1349.78023880319
28,4,72.8776559,19.0759837,74.985168,12.510224,764.305057667321
29,4,79.845147,10.761012,74.985168,12.510224,564.055044361084
30,4,72.5713621,23.022505,74.985168,12.510224,1196.8068364032
31,4,78.032192,30.316495,74.985168,12.510224,2005.27013065959
32,4,75.7865653,12.9441511,74.985168,12.510224,99.4468613518066
33,4,73.933627,18.4709087,74.985168,12.510224,672.508160107343
34,4,76.951003,10.3235908,74.985168,12.510224,324.172082478062
35,4,78.1828308,26.2182871,74.985168,12.510224,1560.99495462955
36,4,74.118123,24.265634,74.985168,12.510224,1310.73613343763
37,4,76.567607,32.040135,74.985168,12.510224,2178.31740669853
38,4,76.869468,31.993366,74.985168,12.510224,2175.64530383705
39,4,79.388113,10.961695,74.985168,12.510224,509.478412621778
40,4,74.4766224,27.5737248,74.985168,12.510224,1676.34634857232
41,4,79.1324986,12.9165167,74.985168,12.510224,452.254860314436
42,4,73.838966,15.63917,74.985168,12.510224,369.343646971142
43,4,85.471075,23.801166,74.985168,12.510224,1673.300711754
44,4,78.687107,29.837746,74.985168,12.510224,1964.7946581158
45,4,78.1197754,9.9252007,74.985168,12.510224,446.783696741594
46,4,77.1887145,32.2396325,74.985168,12.510224,2205.99724672522
47,4,69.666932,23.242,74.985168,12.510224,1319.32605038513
48,4,87.6852323,23.6776471,74.985168,12.510224,1826.93733324566
49,4,79.137827,10.786999,74.985168,12.510224,491.295591122795
50,4,77.489182,10.238114,74.985168,12.510224,372.043072652112
51,4,85.831465,19.813382,74.985168,12.510224,1414.21230455507
52,4,75.994216,13.212984,74.985168,12.510224,134.472413530371
53,4,88.118392,24.046402,74.985168,12.510224,1887.08340249159
54,4,70.05773,22.470702,74.985168,12.510224,1224.66075483835
55,4,74.961792,28.292048,74.985168,12.510224,1755.41132804525
1,5,78.055431,30.300444,93.466667,26.6,1560.88473188545
2,5,74.8570259,32.7266016,93.466667,26.6,1920.030903586
3,5,74.018261,17.680464,93.466667,26.6,2231.93802990033
4,5,74.985168,12.510224,93.466667,26.6,2485.70046119079
5,5,93.466667,26.6,93.466667,26.6,0
6,5,80.918009,16.254154,93.466667,26.6,1733.4510824001
7,5,74.007672,18.392366,93.466667,26.6,2194.59664868191
8,5,76.866331,11.414299,93.466667,26.6,2423.68418363629
9,5,76.2673041,9.9312328,93.466667,26.6,2589.29092370141
10,5,73.8567437,18.5204303,93.466667,26.6,2202.02297729622
11,5,70.8944905,26.9212132,93.466667,26.6,2239.09762753169
12,5,79.718954,29.704716,93.466667,26.6,1390.77689836744
13,5,74.540469,13.997762,93.466667,26.6,2415.91663032453
14,5,78.77466,29.530014,93.466667,26.6,1477.25983201042
15,5,75.0903154,13.5026635,93.466667,26.6,2404.74425606271
16,5,78.102273,30.455453,93.466667,26.6,1560.01879560464
17,5,76.2673041,9.9312328,93.466667,26.6,2589.29092370141
18,5,75.461783,12.873068,93.466667,26.6,2420.24472719102
19,5,73.856744,18.52043,93.466667,26.6,2202.02296473168
20,5,88.2626751,27.0360066,93.466667,26.6,518.814851067831
21,5,76.9787076,8.4003984,93.466667,26.6,2668.65283967033
22,5,79.470389,29.27935,93.466667,26.6,1406.3005834263
23,5,74.123996,15.2993265,93.466667,26.6,2365.00154938793
24,5,74.875566,14.17889,93.466667,26.6,2375.07486614439
25,5,74.370477,34.0416028,93.466667,26.6,2007.32139022484
26,5,74.123996,15.2993265,93.466667,26.6,2365.00154938793
27,5,73.712479,24.585445,93.466667,26.6,1992.2963262327
28,5,72.8776559,19.0759837,93.466667,26.6,2266.67353302389
29,5,79.845147,10.761012,93.466667,26.6,2268.31033896751
30,5,72.5713621,23.022505,93.466667,26.6,2144.24876079472
31,5,78.032192,30.316495,93.466667,26.6,1563.42771537302
32,5,75.7865653,12.9441511,93.466667,26.6,2388.77268294653
33,5,73.933627,18.4709087,93.466667,26.6,2197.40540574273
34,5,76.951003,10.3235908,93.466667,26.6,2506.87313313293
35,5,78.1828308,26.2182871,93.466667,26.6,1522.29522797383
36,5,74.118123,24.265634,93.466667,26.6,1958.91010282965
37,5,76.567607,32.040135,93.466667,26.6,1744.55617190431
38,5,76.869468,31.993366,93.466667,26.6,1715.76050998903
39,5,79.388113,10.961695,93.466667,26.6,2281.25201013368
40,5,74.4766224,27.5737248,93.466667,26.6,1881.85999479977
41,5,79.1324986,12.9165167,93.466667,26.6,2133.50415009311
42,5,73.838966,15.63917,93.466667,26.6,2368.58264306648
43,5,85.471075,23.801166,93.466667,26.6,862.587606070058
44,5,78.687107,29.837746,93.466667,26.6,1491.41507689291
45,5,78.1197754,9.9252007,93.466667,26.6,2457.96186203593
46,5,77.1887145,32.2396325,93.466667,26.6,1694.92643842398
47,5,69.666932,23.242,93.466667,26.6,2426.00404073644
48,5,87.6852323,23.6776471,93.466667,26.6,666.6277417526
49,5,79.137827,10.786999,93.466667,26.6,2313.47227475093
50,5,77.489182,10.238114,93.466667,26.6,2475.37168621471
51,5,85.831465,19.813382,93.466667,26.6,1085.28518796191
52,5,75.994216,13.212984,93.466667,26.6,2352.043137654
53,5,88.118392,24.046402,93.466667,26.6,608.034469651146
54,5,70.05773,22.470702,93.466667,26.6,2409.13643718913
55,5,74.961792,28.292048,93.466667,26.6,1834.48317311041
1,6,78.055431,30.300444,80.918009,16.254154,1589.29760815819
2,6,74.8570259,32.7266016,80.918009,16.254154,1931.10536302741
3,6,74.018261,17.680464,80.918009,16.254154,750.93919964462
4,6,74.985168,12.510224,80.918009,16.254154,762.78099098624
5,6,93.466667,26.6,80.918009,16.254154,1733.4510824001
6,6,80.918009,16.254154,80.918009,16.254154,0
7,6,74.007672,18.392366,80.918009,16.254154,771.261759762991
8,6,76.866331,11.414299,80.918009,16.254154,693.653769578874
9,6,76.2673041,9.9312328,80.918009,16.254154,864.977072982402
10,6,73.8567437,18.5204303,80.918009,16.254154,790.687656809252
11,6,70.8944905,26.9212132,80.918009,16.254154,1574.03733982386
12,6,79.718954,29.704716,80.918009,16.254154,1501.09834246172
13,6,74.540469,13.997762,80.918009,16.254154,729.265966711045
14,6,78.77466,29.530014,80.918009,16.254154,1492.80362979416
15,6,75.0903154,13.5026635,80.918009,16.254154,697.158202791044
16,6,78.102273,30.455453,80.918009,16.254154,1605.35752924466
17,6,76.2673041,9.9312328,80.918009,16.254154,864.977072982402
18,6,75.461783,12.873068,80.918009,16.254154,697.373886539463
19,6,73.856744,18.52043,80.918009,16.254154,790.6876165952
20,6,88.2626751,27.0360066,80.918009,16.254154,1418.52523509738
21,6,76.9787076,8.4003984,80.918009,16.254154,972.644052661544
22,6,79.470389,29.27935,80.918009,16.254154,1456.32835744051
23,6,74.123996,15.2993265,80.918009,16.254154,734.901383788263
24,6,74.875566,14.17889,80.918009,16.254154,688.331175337756
25,6,74.370477,34.0416028,80.918009,16.254154,2084.02090774033
26,6,74.123996,15.2993265,80.918009,16.254154,734.901383788263
27,6,73.712479,24.585445,80.918009,16.254154,1192.23009657033
28,6,72.8776559,19.0759837,80.918009,16.254154,907.956419517529
29,6,79.845147,10.761012,80.918009,16.254154,621.911704094529
30,6,72.5713621,23.022505,80.918009,16.254154,1153.23623417431
31,6,78.032192,30.316495,80.918009,16.254154,1591.48368901588
32,6,75.7865653,12.9441511,80.918009,16.254154,663.713456251938
33,6,73.933627,18.4709087,80.918009,16.254154,781.300637203563
34,6,76.951003,10.3235908,80.918009,16.254154,786.996260152831
35,6,78.1828308,26.2182871,80.918009,16.254154,1143.88205928015
36,6,74.118123,24.265634,80.918009,16.254154,1138.56443212064
37,6,76.567607,32.040135,80.918009,16.254154,1809.98789822628
38,6,76.869468,31.993366,80.918009,16.254154,1797.78734056757
39,6,79.388113,10.961695,80.918009,16.254154,611.453418051836
40,6,74.4766224,27.5737248,80.918009,16.254154,1422.9889782252
41,6,79.1324986,12.9165167,80.918009,16.254154,418.032901286143
42,6,73.838966,15.63917,80.918009,16.254154,760.143080386851
43,6,85.471075,23.801166,80.918009,16.254154,964.678870479424
44,6,78.687107,29.837746,80.918009,16.254154,1527.93350833312
45,6,78.1197754,9.9252007,80.918009,16.254154,766.399276912268
46,6,77.1887145,32.2396325,80.918009,16.254154,1817.42844568454
47,6,69.666932,23.242,80.918009,16.254154,1410.1666610884
48,6,87.6852323,23.6776471,80.918009,16.254154,1086.86670891037
49,6,79.137827,10.786999,80.918009,16.254154,637.832353402618
50,6,77.489182,10.238114,80.918009,16.254154,765.14654132479
51,6,85.831465,19.813382,80.918009,16.254154,653.193689421999
52,6,75.994216,13.212984,80.918009,16.254154,628.394517030746
53,6,88.118392,24.046402,80.918009,16.254154,1146.83334447812
54,6,70.05773,22.470702,80.918009,16.254154,1332.20896833726
55,6,74.961792,28.292048,80.918009,16.254154,1471.93126648928
1,7,78.055431,30.300444,74.007672,18.392366,1386.23783729309
2,7,74.8570259,32.7266016,74.007672,18.392366,1596.65086962935
3,7,74.018261,17.680464,74.007672,18.392366,79.19266000273
4,7,74.985168,12.510224,74.007672,18.392366,662.600441817943
5,7,93.466667,26.6,74.007672,18.392366,2194.59664868191
6,7,80.918009,16.254154,74.007672,18.392366,771.261759762991
7,7,74.007672,18.392366,74.007672,18.392366,0
8,7,76.866331,11.414299,74.007672,18.392366,834.692716181167
9,7,76.2673041,9.9312328,74.007672,18.392366,972.104467249223
10,7,73.8567437,18.5204303,74.007672,18.392366,21.3656122001539
11,7,70.8944905,26.9212132,74.007672,18.392366,1000.89207422824
12,7,79.718954,29.704716,74.007672,18.392366,1384.91650618051
13,7,74.540469,13.997762,74.007672,18.392366,492.110921279504
14,7,78.77466,29.530014,74.007672,18.392366,1329.77260192272
15,7,75.0903154,13.5026635,74.007672,18.392366,556.060189742327
16,7,78.102273,30.455453,74.007672,18.392366,1404.02325717452
17,7,76.2673041,9.9312328,74.007672,18.392366,972.104467249223
18,7,75.461783,12.873068,74.007672,18.392366,633.343009809493
19,7,73.856744,18.52043,74.007672,18.392366,21.3655663719201
20,7,88.2626751,27.0360066,74.007672,18.392366,1748.05997208775
21,7,76.9787076,8.4003984,74.007672,18.392366,1156.83170991389
22,7,79.470389,29.27935,74.007672,18.392366,1331.84374260871
23,7,74.123996,15.2993265,74.007672,18.392366,344.260994859135
24,7,74.875566,14.17889,74.007672,18.392366,477.731709231771
25,7,74.370477,34.0416028,74.007672,18.392366,1741.03439218372
26,7,74.123996,15.2993265,74.007672,18.392366,344.260994859135
27,7,73.712479,24.585445,74.007672,18.392366,689.53136031325
28,7,72.8776559,19.0759837,74.007672,18.392366,141.245454593918
29,7,79.845147,10.761012,74.007672,18.392366,1055.7857440003
30,7,72.5713621,23.022505,74.007672,18.392366,536.236498659045
31,7,78.032192,30.316495,74.007672,18.392366,1387.24518689519
32,7,75.7865653,12.9441511,74.007672,18.392366,635.218306777486
33,7,73.933627,18.4709087,74.007672,18.392366,11.7206589165094
34,7,76.951003,10.3235908,74.007672,18.392366,951.775163412558
35,7,78.1828308,26.2182871,74.007672,18.392366,970.508117047411
36,7,74.118123,24.265634,74.007672,18.392366,653.382720401704
37,7,76.567607,32.040135,74.007672,18.392366,1539.57078557456
38,7,76.869468,31.993366,74.007672,18.392366,1539.80162104049
39,7,79.388113,10.961695,74.007672,18.392366,1008.81528572168
40,7,74.4766224,27.5737248,74.007672,18.392366,1022.36567848007
41,7,79.1324986,12.9165167,74.007672,18.392366,819.729797524049
42,7,73.838966,15.63917,74.007672,18.392366,306.762648165356
43,7,85.471075,23.801166,74.007672,18.392366,1332.28409186202
44,7,78.687107,29.837746,74.007672,18.392366,1358.36886580715
45,7,78.1197754,9.9252007,74.007672,18.392366,1040.79055173138
46,7,77.1887145,32.2396325,74.007672,18.392366,1572.82177875422
47,7,69.666932,23.242,74.007672,18.392366,703.181356762377
48,7,87.6852323,23.6776471,74.007672,18.392366,1535.77896068244
49,7,79.137827,10.786999,74.007672,18.392366,1009.96160403064
50,7,77.489182,10.238114,74.007672,18.392366,981.400969047818
51,7,85.831465,19.813382,74.007672,18.392366,1252.46903686628
52,7,75.994216,13.212984,74.007672,18.392366,614.050893043047
53,7,88.118392,24.046402,74.007672,18.392366,1591.31491310106
54,7,70.05773,22.470702,74.007672,18.392366,612.519052726033
55,7,74.961792,28.292048,74.007672,18.392366,1105.42617768076
1,8,78.055431,30.300444,76.866331,11.414299,2104.2881590633
2,8,74.8570259,32.7266016,76.866331,11.414299,2379.4384887832
3,8,74.018261,17.680464,76.866331,11.414299,761.378981257547
4,8,74.985168,12.510224,76.866331,11.414299,238.241494095214
5,8,93.466667,26.6,76.866331,11.414299,2423.68418363629
6,8,80.918009,16.254154,76.866331,11.414299,693.653769578874
7,8,74.007672,18.392366,76.866331,11.414299,834.692716181167
8,8,76.866331,11.414299,76.866331,11.414299,0
9,8,76.2673041,9.9312328,76.866331,11.414299,177.480069158405
10,8,73.8567437,18.5204303,76.866331,11.414299,853.918130018893
11,8,70.8944905,26.9212132,76.866331,11.414299,1834.49728625335
12,8,79.718954,29.704716,76.866331,11.414299,2055.75657067814
13,8,74.540469,13.997762,76.866331,11.414299,382.429632198663
14,8,78.77466,29.530014,76.866331,11.414299,2024.68068017066
15,8,75.0903154,13.5026635,76.866331,11.414299,301.929192808797
16,8,78.102273,30.455453,76.866331,11.414299,2121.78115662046
17,8,76.2673041,9.9312328,76.866331,11.414299,177.480069158405
18,8,75.461783,12.873068,76.866331,11.414299,222.830352423421
19,8,73.856744,18.52043,76.866331,11.414299,853.918087036094
20,8,88.2626751,27.0360066,76.866331,11.414299,2106.94218119138
21,8,76.9787076,8.4003984,76.866331,11.414299,335.461660804973
22,8,79.470389,29.27935,76.866331,11.414299,2005.38708715423
23,8,74.123996,15.2993265,76.866331,11.414299,524.189173907957
24,8,74.875566,14.17889,76.866331,11.414299,375.733346765945
25,8,74.370477,34.0416028,76.866331,11.414299,2529.5639948226
26,8,74.123996,15.2993265,76.866331,11.414299,524.189173907957
27,8,73.712479,24.585445,76.866331,11.414299,1502.31762114897
28,8,72.8776559,19.0759837,76.866331,11.414299,953.490150276279
29,8,79.845147,10.761012,76.866331,11.414299,333.166091207474
30,8,72.5713621,23.022505,76.866331,11.414299,1369.10260892998
31,8,78.032192,30.316495,76.866331,11.414299,2105.93147255105
32,8,75.7865653,12.9441511,76.866331,11.414299,206.731120459767
33,8,73.933627,18.4709087,76.866331,11.414299,845.728723614468
34,8,76.951003,10.3235908,76.866331,11.414299,121.671333694653
35,8,78.1828308,26.2182871,76.866331,11.414299,1652.42485348752
36,8,74.118123,24.265634,76.866331,11.414299,1458.60783656219
37,8,76.567607,32.040135,76.866331,11.414299,2294.41260214734
38,8,76.869468,31.993366,76.866331,11.414299,2289.00621302244
39,8,79.388113,10.961695,76.866331,11.414299,279.732506737516
40,8,74.4766224,27.5737248,76.866331,11.414299,1814.63317017715
41,8,79.1324986,12.9165167,76.866331,11.414299,297.70891422774
42,8,73.838966,15.63917,76.866331,11.414299,572.680847286839
43,8,85.471075,23.801166,76.866331,11.414299,1651.10732674193
44,8,78.687107,29.837746,76.866331,11.414299,2057.87640222487
45,8,78.1197754,9.9252007,76.866331,11.414299,214.952405258539
46,8,77.1887145,32.2396325,76.866331,11.414299,2316.63362357203
